,Year of Release,Game Title,Game Price,Score,Votes,Genre
1267,2021,My Singing Monsters,0.0,8.31,28789,Simulation
1268,2021,Super Animal Royale,0.0,8.31,35752,Battle Royale
1269,2021,pureya,5.99,8.31,2004,Minigames
1270,2021,HROT,19.99,8.31,2758,Retro
1271,2021,Chicory: A Colorful Tale,19.99,8.31,2299,Adventure
1272,2021,Timberborn,24.99,8.29,17864,City Builder
1273,2021,SUPER CHICKEN JUMPER,2.99,8.29,2898,Difficult
1274,2021,Samorost 1,0.0,8.28,3351,Casual
1275,2021,Bang-On Balls: Chronicles,21.99,8.28,2446,Adventure
1276,2021,Griftlands,19.99,8.28,12652,Card Battler
1277,2021,Crab Game,0.0,8.28,145921,Psychological Horror
1278,2021,小白兔电商~Bunny e-Shop,10.99,8.27,9476,Capitalism
1279,2021,Swallow the Sea,0.0,8.27,1773,Action
1280,2021,Touhou Kouryudou ~ Unconnected Marketeers.,14.99,8.27,1652,Bullet Hell
1281,2021,Voidigo,14.99,8.27,1900,Action Roguelike
1282,2021,I MAED A GAM3 W1TH Z0MB1ES 1N IT!!!1,0.0,8.27,1304,Zombies
1283,2021,Mitoza,0.0,8.26,2586,Surreal
1284,2021,Loop Hero,4.94,8.26,30945,Tactical
1285,2021,Days Gone,49.99,8.25,59417,Open World
1286,2021,Cyber Manhunt,9.99,8.25,12105,Simulation
1287,2021,Skul: The Hero Slayer,19.99,8.25,42441,Action
1288,2021,Behind the Frame: The Finest Scenery,12.99,8.24,4177,Atmospheric
1289,2021,Tetris® Effect: Connected,39.99,8.23,5236,Puzzle
1290,2021,Library Of Ruina,29.99,8.23,19460,Story Rich
1291,2021,Turnip Boy Commits Tax Evasion,14.99,8.23,8559,Adventure
1292,2021,英雄黄昏-文字三国志&曹贼模拟器,0.0,8.23,1787,Word Game
1293,2021,Geometry Arena,5.99,8.23,2193,Roguelite
1294,2021,Jerma's Big Adventure,0.0,8.23,1027,Comedy
1295,2021,Knights College,16.24,8.22,1688,Story Rich
1296,2021,Mosaique Neko Waifus 4,1.99,8.22,4453,Anime
1297,2021,Death's Door,9.99,8.21,13252,Action
1298,2021,OnlyCans: Thirst Date,0.0,8.21,2662,Psychological Horror
1299,2021,Duck Simulator 2,0.0,8.21,1990,Simulation
1300,2021,Bitburner,0.0,8.21,4939,Programming
1301,2021,Dogs Organized Neatly,2.99,8.21,777,Casual
1302,2021,SNKRX,2.99,8.21,3965,Action Roguelike
1303,2021,Sizeable,9.99,8.21,850,Casual
1304,2021,Kinkoi: Golden Loveriche,23.44,8.2,1305,Casual
1305,2021,Bishojo Mangekyo Kotowari to Meikyu no Shojo,29.99,8.2,2483,FPS
1306,2021,Ready or Not,39.99,8.2,103788,Tactical
1307,2021,Bright Memory: Infinite,19.99,8.2,34282,Action
1308,2021,Perfect Gold - Yuri Visual Novel,7.99,8.2,852,Visual Novel
1309,2021,The Great Ace Attorney Chronicles,19.99,8.2,4919,Visual Novel
1310,2021,Billionaire Lovers,2.39,8.2,3138,Visual Novel
1311,2021,Death Trash,19.99,8.19,2984,Post-apocalyptic
1312,2021,Escape Simulator,14.99,8.19,11048,Puzzle
1313,2021,Heavenly Bodies,19.99,8.18,2112,Physics
1314,2021,DRAMAtical Murder,19.99,8.18,1903,Story Rich
1315,2021,坏小孩,2.99,8.18,1337,Puzzle Platformer
1316,2021,Tree Simulator 2022,5.99,8.18,1172,Action
1317,2021,DEVOUR,4.99,8.18,60832,Horror
1318,2021,The Legend of Tianding,19.99,8.18,2459,Adventure
1319,2021,Letters From a Rainy Day -Oceans and Lace-,16.99,8.18,688,Adventure
1320,2021,Labyrinth City: Pierre the Maze Detective,11.99,8.18,1797,Adventure
1321,2021,Toree 2,0.99,8.17,685,Action
1322,2021,Zeepkist,10.19,8.17,961,Racing
1323,2021,Redmatch 2,0.0,8.17,8808,Arena Shooter
1324,2021,Karryn's Prison,29.99,8.17,2385,Dating Sim
1325,2021,Northern Journey,11.99,8.17,1148,FPS
1326,2021,Quickie: A Love Hotel Story,19.99,8.17,1224,Dating Sim
1327,2021,Mass Effect™ Legendary Edition,59.99,8.16,35541,Story Rich
1328,2021,The Darkside Detective: A Fumble in the Dark,14.99,8.16,1181,Story Rich
1329,2021,9-nine-:Episode 4,19.99,8.16,690,Casual
1330,2021,Subnautica: Below Zero,12.59,8.15,76418,Open World Survival Craft
1331,2021,The Chrono Jotter,11.99,8.15,1394,Visual Novel
1332,2021,Unpacking,19.99,8.15,19796,Relaxing
1333,2021,Cleo - a pirate's tale,14.99,8.14,488,Point & Click
1334,2021,FINAL FANTASY,11.99,8.14,4716,JRPG
1335,2021,Brutal Orchestra,19.99,8.14,807,RPG
1336,2021,ElecHead,9.99,8.14,649,Puzzle Platformer
1337,2021,NOeSIS02_羽化,0.0,8.14,399,RPG
1338,2021,Dead Estate,8.99,8.14,3240,Action Roguelike
1339,2021,PARQUET,11.38,8.14,1791,Visual Novel
1340,2021,Motor Town: Behind The Wheel,19.99,8.13,2652,Open World
1341,2021,"If On A Winter's Night, Four Travelers",0.0,8.13,1537,Point & Click
1342,2021,Toree 3D,0.99,8.13,1119,3D Platformer
1343,2021,Cloud Gardens,11.69,8.13,1893,Nature
1344,2021,Sprocket,19.99,8.13,6850,Sandbox
1345,2021,I'm on Observation Duty 4,4.99,8.13,549,Psychological Horror
1346,2021,The Advisor - Episode 1: Royal Pain,2.99,8.12,524,Choose Your Own Adventure
1347,2021,In Sound Mind,34.99,8.12,2566,Horror
1348,2021,Ragnarock,24.99,8.12,2516,Rhythm
1349,2021,Moncage,14.99,8.12,4339,Puzzle
1350,2022,Vampire Survivors,4.99,8.8,194926,Action Roguelike
1351,2022,Stray,29.99,8.66,116958,Cats
1352,2022,God of War,49.99,8.61,100667,Action
1353,2022,PowerWash Simulator,24.99,8.58,34889,Casual
1354,2022,Persona 5 Royal,38.99,8.55,35406,JRPG
1355,2022,Marvel’s Spider-Man Remastered,59.99,8.55,61926,Superhero
1356,2022,Teardown,29.99,8.54,68915,Destruction
1357,2022,Brotato,4.99,8.53,33265,Action Roguelike
1358,2022,Neon White,24.99,8.52,11071,Action
1359,2022,Placid Plastic Duck Simulator,1.99,8.5,7823,Cute
1360,2022,Dorfromantik,13.99,8.5,22523,Turn-Based Strategy
1361,2022,The Looker,0.0,8.48,11357,Puzzle
1362,2022,DAVE THE DIVER,19.99,8.47,11273,Casual
1363,2022,Wobbledogs,19.99,8.46,6648,Wholesome
1364,2022,Stacklands,4.99,8.46,18882,Card Battler
1365,2022,CULTIC,9.99,8.46,3956,FPS
1366,2022,Trombone Champ,14.99,8.46,6456,Rhythm
1367,2022,The Planet Crafter,19.99,8.44,20196,Story Rich
1368,2022,The Case of the Golden Idol,17.99,8.44,3389,Mystery
1369,2022,Metal: Hellsinger,29.99,8.43,9381,Rhythm
1370,2022,ASTLIBRA Revision,24.99,8.43,14702,Action RPG
1371,2022,Raft,19.99,8.42,265526,Survival
1372,2022,Patrick's Parabox,19.99,8.42,2368,Puzzle
1373,2022,Ib,12.99,8.41,2505,Horror
1374,2022,Lil Gator Game,19.99,8.41,2192,Casual
1375,2022,A Building Full of Cats,1.99,8.39,2363,Cats
1376,2022,Dungeon Munchies,19.99,8.39,5924,Action
1377,2022,FreshWomen - Season 1,13.99,8.38,11467,Dating Sim
1378,2022,NEEDY STREAMER OVERLOAD,9.59,8.38,22376,Psychological Horror
1379,2022,A Castle Full of Cats,2.99,8.37,1740,Cats
1380,2022,PlateUp!,17.99,8.37,12468,Co-op
1381,2022,Monster Prom 3: Monster Roadtrip,11.99,8.37,2098,Visual Novel
1382,2022,Outcore: Desktop Adventure,0.0,8.37,4897,Story Rich
1383,2022,Retrowave,2.99,8.37,13143,Racing
1384,2022,SIGNALIS,19.99,8.36,7212,Survival Horror
1385,2022,SuchArt: Genius Artist Simulator,24.99,8.36,3422,Design & Illustration
1386,2022,Lost in Play,19.99,8.36,2612,Puzzle
1387,2022,Slime Rancher 2,29.99,8.36,19660,Cute
1388,2022,Bugsnax,14.99,8.36,3338,Psychological Horror
1389,2022,Dwarf Fortress,29.99,8.35,20044,Colony Sim
1390,2022,Monument Valley: Panoramic Edition,7.99,8.35,2021,Adventure
1391,2022,Outpath: First Journey,0.0,8.35,3002,Base Building
1392,2022,Cult of the Lamb,16.24,8.34,49896,Character Customization
1393,2022,Aperture Desk Job,0.0,8.34,19160,Singleplayer
1394,2022,Café Stella and the Reaper's Butterflies,26.94,8.34,2301,Visual Novel
1395,2022,Sucker for Love: First Date,9.99,8.34,2077,Anime
1396,2022,ELDEN RING,59.99,8.33,669261,Souls-like
1397,2022,Tiny Rogues,5.99,8.33,3044,Action Roguelike
1398,2022,Kaiju Princess,10.99,8.32,4077,Dating Sim
1399,2022,Tsuki ni Yorisou Otome no Sahou,39.99,8.32,1964,Visual Novel
1400,2022,Dinkum,19.99,8.32,15954,Adventure
1401,2022,Ticy Adventure Club,0.0,8.32,1870,RPG
1402,2022,Frog Detective 3: Corruption at Cowboy County,4.99,8.32,1090,Comedy
1403,2022,Against the Storm,29.99,8.32,10497,Strategy
1404,2022,Will You Snail?,14.99,8.31,2239,Artificial Intelligence
1405,2022,Aokana - Four Rhythms Across the Blue - EXTRA2,21.24,8.31,952,Visual Novel
1406,2022,POSTAL: Brain Damaged,19.99,8.31,4917,Funny
1407,2022,枝江畔之梦,0.0,8.3,1464,Casual
1408,2022,Chop Goblins,4.99,8.29,1401,Old School
1409,2022,Tinykin,24.99,8.29,1185,Cute
1410,2022,Dialtown: Phone Dating Sim,7.99,8.28,1009,Casual
1411,2022,The Stanley Parable: Ultra Deluxe,12.49,8.28,20726,Multiple Endings
1412,2022,Cosmoteer: Starship Architect & Commander,19.99,8.28,6562,Building
1413,2022,Farmer Against Potatoes Idle,0.0,8.28,3299,Idler
1414,2022,Symphony of War: The Nephilim Saga,12.99,8.27,7413,RPG
1415,2022,Beacon Pines,19.99,8.27,1335,Visual Novel
1416,2022,Strange Horticulture,8.99,8.27,6961,Mystery
1417,2022,私のリアルは充実しすぎている フルボイス版,8.49,8.27,2409,Otome
1418,2022,The Past Within,5.99,8.26,10182,Co-op
1419,2022,Save Room - Organization Puzzle,2.99,8.26,1722,Puzzle
1420,2022,Judgment,27.99,8.26,4453,Action
1421,2022,Nightmare of Decay,4.99,8.26,2561,Action
1422,2022,Soulstone Survivors: Prologue,0.0,8.26,4030,Action Roguelike
1423,2022,Disney Dreamlight Valley,29.99,8.26,11410,Relaxing
1424,2022,COMPOUND,19.99,8.25,1790,Action
1425,2022,I Was a Teenage Exocolonist,24.99,8.25,1666,Choices Matter
1426,2022,Nova Lands: Emilia's Mission,0.0,8.25,1568,Adventure
1427,2022,Animal Revolt Battle Simulator,7.49,8.25,4173,Sandbox
1428,2022,Bendy and the Dark Revival,29.99,8.25,7535,Horror
1429,2022,REFLEXIA Prototype ver.,0.0,8.25,2145,Visual Novel
1430,2022,Supraland Six Inches Under,19.99,8.25,2312,Puzzle
1431,2022,Spaceflight Simulator,11.99,8.24,2926,Sandbox
1432,2022,SANABI,14.99,8.24,2585,Action
1433,2022,BABBDI,0.0,8.23,1480,Casual
1434,2022,Not For Broadcast,24.99,8.23,9299,Adventure
1435,2022,Teenage Mutant Ninja Turtles: Shredder's Revenge,24.99,8.23,11088,Beat 'em up
1436,2022,Sonic Frontiers,40.19,8.22,16726,Great Soundtrack
1437,2022,Marvel’s Spider-Man: Miles Morales,49.99,8.22,15476,Action
1438,2022,Pages of Time: Prologue,0.0,8.22,1465,Adventure
1439,2022,POPGOES Arcade,4.99,8.22,1097,RPG
1440,2022,Pentiment,13.39,8.22,3025,Adventure
1441,2022,The Upturned,9.99,8.22,635,Physics
1442,2022,Shadows Over Loathing,22.99,8.21,2137,Adventure
1443,2022,FAITH: The Unholy Trinity,14.99,8.21,2971,Horror
1444,2022,Love Delivery,14.99,8.21,2112,Dating Sim
1445,2022,BROK the InvestiGator,19.99,8.21,734,Adventure
1446,2022,daydream 白日夢,0.0,8.21,699,Casual
1447,2022,Lily's Well,0.0,8.21,1421,Horror
1448,2022,Insomnia: Theater in the Head,1.99,8.21,1116,Psychological
1449,2022,Super Lesbian Animal RPG,14.99,8.2,588,Story Rich
1450,2022,Spark the Electric Jester 3,24.99,8.2,1154,3D
1451,2022,Lost Judgment,38.99,8.2,2989,Action
1452,2022,A Taste of the Past,0.0,8.2,1009,Adventure
1453,2022,Resonance of the Ocean,0.0,8.2,867,Relaxing
1454,2022,The Complex: Found Footage,0.0,8.19,5465,Horror
1455,2022,暖雪 Warm Snow,13.49,8.19,26418,Action Roguelike
1456,2022,Leap of Faith,10.99,8.18,1322,Dating Sim
1457,2022,Sudocats,1.99,8.18,601,Casual
1458,2022,魔卡幻想（Heroines Fantasy Inherit）,0.0,8.18,678,Strategy
1459,2022,Warsim: The Realm of Aslona,6.49,8.18,1174,Text-Based
1460,2022,Klonoa Phantasy Reverie Series,23.99,8.18,1254,Adventure
1461,2022,DEATH STRANDING DIRECTOR'S CUT,39.99,8.18,16713,Story Rich
1462,2022,Roadwarden,10.99,8.18,1869,RPG
1463,2022,Zodiacats,1.59,8.17,465,Cats
1464,2022,Lunacid,6.99,8.17,1783,Dungeon Crawler
1465,2022,Ever Seen A Cat?,1.39,8.17,518,Cats
1466,2022,Ember Knights,14.99,8.17,2147,Action Roguelike
1467,2022,Prodeus,24.99,8.17,5164,FPS
1468,2022,Treasure of Nadia,14.99,8.17,4614,Dating Sim
1469,2022,Magical Girl Celesphonia,19.99,8.17,1594,Dating Sim
1470,2022,20 Minutes Till Dawn,4.99,8.16,20007,Action Roguelike
1471,2022,恋爱绮谭 不存在的真相,13.99,8.16,1422,Interactive Fiction
1472,2022,Dungeon Alchemist,44.99,8.16,1649,Software
1473,2022,Capybara Spa,7.99,8.16,1066,Simulation
1474,2022,所向之未来 - Towards Future,0.0,8.16,488,RPG
1475,2022,Last Command,14.99,8.15,1354,Bullet Hell
1476,2022,Cave Crawler,0.0,8.15,2615,2D Platformer
1477,2022,Turbo Overkill,17.99,8.15,1805,FPS
1478,2022,Melatonin,14.99,8.15,2389,Rhythm
1479,2022,Baldi's Basics Classic Remastered,0.0,8.15,4490,Horror
1480,2022,One-armed cook,0.0,8.15,11399,Simulation
1481,2022,LEGO® Star Wars™: The Skywalker Saga,19.99,8.14,37339,LEGO
1482,2022,The Legend of Heroes: Trails from Zero,31.99,8.14,671,RPG
1483,2022,Her New Memory - Hentai Simulator,9.99,8.14,3378,Dating Sim
1484,2022,Word Game,34.99,8.14,5029,Exploration
1485,2022,Tribal Hunter,14.99,8.14,1086,Action
1486,2022,My Sticker Book,0.0,8.14,811,Puzzle
1487,2022,Cut,0.0,8.13,1040,2D
1488,2022,Lunistice,4.99,8.13,865,3D Platformer
1489,2022,瘟疫清零计划 Project Zero,0.0,8.13,2507,Action Roguelike
1490,2022,14 Minesweeper Variants,6.99,8.13,462,Puzzle
1491,2022,Potion Craft: Alchemist Simulator,14.99,8.12,20489,Singleplayer
1492,2022,Wylde Flowers,24.99,8.12,822,Cozy
1493,2022,Acquitted,7.95,8.12,780,Action
1494,2022,How Fish Is Made,0.0,8.12,2222,Surreal
1495,2022,click to ten,0.0,8.12,2327,Psychological Horror
1496,2022,Weird RPG,10.99,8.12,3135,RPG
1497,2022,Card Survival: Tropical Island,24.99,8.12,1371,Adventure
1498,2022,TUNIC,29.99,8.12,8524,Exploration
1499,2022,Citizen Sleeper,19.99,8.12,3338,Narrative
